smiles,solubility
[O-]C(=O)C(CC(=O)O)(CC(=O)O)O.COc1c2occc(c2c(=O)c2c1oc(c2)C)OCC(C[NH+](C(C)C)Cc1ccccc1)O,-5.279727696
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCCC2,-5.279254326
O=C(c1ccccc1)c1ccc(cc1)c1ccccc1,-5.27861914
Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,-5.278571852
C[NH+](CC/C=C/1\c2ccccc2Sc2c1cc(cc2)C(=O)C)C.[Cl-],-5.277442714
CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C,-5.277164463
NC1CCC2(C1)c1ccccc1C=Cc1c2cccc1.Cl,-5.275305507
COP(=S)(Oc1ccc(c(c1)C(C)C)[N+](=O)[O-])OC,-5.275190451
CCC(C(/C=C/C=C(/CCC=C(C)C)\C)O)(O)C,-5.274981094
FCCCCCCCCCCCl,-5.272372761
Clc1ccccc1c1ccccc1Cl,-5.27
O=C1CC[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)C(=O)C)C)C)C,-5.27
CNCCC=C1c2ccccc2CCc2c1cccc2,-5.269219539
O=C1NC(=O)C2(C1)c1ccccc1CCc1c2cccc1,-5.266894631
C[NH+](CCCC1(CCCc2c1cccc2)c1ccccc1)C.[Cl-],-5.265545068
CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)F)F,-5.264978475
CC(NCCCC1(C(=O)N)c2ccccc2c2c1cccc2)C.Cl,-5.263513938
O=C(Nc1ccc2c(c1)c(N)cc(n2)C)Nc1ccc2c(c1)c(N)cc(n2)C.Cl.Cl,-5.26130967
CN(CC(N1c2ccccc2Sc2c1cccc2)C)C.Cl,-5.260828628
CCOC(=O)N1Cc2ccccc2c2c1cccc2,-5.260622087
O=C(c1cccc(c1O)c1ccccc1)Nc1ccc(cc1)C(=O)[O-].[Na+],-5.260591166
c1ccc2c(c1)c1ccccc1cc2,-5.2600002
O=C1[C@]2(Cl)[C@@]3([C@@]4([C@@]1(Cl)[C@@]1([C@]2([C@@]3(Cl)C([C@]41Cl)(Cl)Cl)Cl)Cl)Cl)Cl,-5.2600002
CC(C(C(=O)OC(C(Cl)(Cl)Cl)C)Br)C,-5.258525542
O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.258091943
OC(C(Cl)(Cl)Cl)OC(COc1ccccc1C)COC(C(Cl)(Cl)Cl)O,-5.256893502
CN(CCCn1c2ccccc2[nH]c(=O)c2c1cccc2)C,-5.255546045
CNCC/C=C/1\c2ccccc2Sc2c1cc(OC)cc2.Cl,-5.254069643
CC1CCCCN1CCCOC(=O)c1ccccc1I,-5.25355
Ic1ccc(cc1)C(=O)OCCCN1CCCCC1C,-5.25355
O=C1C[C@@H]2C([C@]1(CC2)CS(=O)(=O)O)(C)C.COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccco1,-5.253034588
c1ccc2c(c1)Oc1c(C2)cccc1,-5.252853031
C=CCc1ccccc1OCC(CN1CCN(CC1)c1ccc(c(c1)C)C)O.Cl.Cl,-5.251693774
Clc1ccc(c(c1)Cl)c1ccccc1,-5.25
CN(CCC=C1c2ccccc2Sc2c1cccc2)C.Cl,-5.249403342
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1ccc(cc1)F,-5.243819194
CCN(CCn1c2ccccc2n(c(=O)c2c1cccc2)O)CC,-5.242920607
CC(N(C)C)CN1c2cc(ccc2Sc2c1cccc2)C(=O)C,-5.241985722
Cc1ccc(cc1)C(c1ccccc1)OCCN[NH+]1CCCCC1.[Cl-],-5.241447811
C[N+](CCC1c2ccccc2c2c1cccc2)(CCCCCC[N+](CCC1c2ccccc2c2c1cccc2)(C)C)C.[Br-].[Br-],-5.240574624
CCCCCCCC,-5.2399998
CC(=C[C@H]1[C@@H](C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)C,-5.2399998
Oc1ccc2c(c1)ccc1c2CC[C@@]2([C@@H]1CCC2=O)C,-5.2399998
CCCCCN(CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-])CCCCC,-5.237448864
c1ccc(cc1)C[NH+]1C=C(c2c1cccc2)CCc1ccncc1.[Cl-],-5.237317223
COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N,-5.23585107
O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.235535294
CCN(CCOc1ccc(cc1C(=O)Nc1ccccc1)Cl)CC,-5.234796602
CN(CCCN(c1c(C)cccc1C)C(=O)/C=C/c1ccccc1)C,-5.234701893
O=C1C(C(=O)N(N1c1ccccc1)c1ccccc1)C1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-5.232814663
Cc1c(C)c(C)c(c(c1C)C)C,-5.23
CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,-5.23
C1CCN(CC1)CCCC12CC3CC(C2)CC(C1)C3.Cl,-5.228573886
OCC(c1ccc2c(c1)ccc1c2cccc1)C,-5.227361416
C/C=C/CCC1CCCCN1CCCOC(=O)c1ccccc1,-5.227098562
N(Cc1ccccc1)CCNCc1ccccc1.O=C(Cc1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C.O=C(Cc1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,-5.225428724
CC(=CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1)C,-5.224193776
CCOC(=O)Cc1ccc2c(c1)nc(s2)c1ccccc1,-5.222880086
CN1CCC2=C(C1CCc1ccccc1[N+](=O)[O-])CCCC2,-5.222430329
CN1CCC2=C(C1CCc1cccc(c1)[N+](=O)[O-])CCCC2,-5.222430329
CN1CCC2=C(C1CCc1ccc(cc1)[N+](=O)[O-])CCCC2,-5.222430329
Cc1cccc2c1Cc1c2cccc1,-5.2199998
OC(=O)[C@@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N,-5.2199998
CN(CCCC1(OC(c2c1cccc2)(C)C)c1ccc(cc1)C)C.Cl,-5.219767953
CCN(CCCN1c2ccccc2NCc2c1cccc2)CC,-5.216442462
OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N,-5.216089848
CC(N(C(C)C)CCC(c1ccccc1)(c1ccccc1)C(=O)N)C,-5.211488923
CCCCN1CCCC(C1)OC(=O)Nc1c(C)cccc1Cl,-5.210651539
CCCCCCc1ccccc1,-5.21
Clc1cccc(c1c1ccccc1)Cl,-5.21
Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)N(C)C,-5.207884639
OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(c(c1)Cl)Cl)C,-5.206410084
OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1Cl)Cl)C,-5.206410084
OC(=O)C(c1ccc2c(c1)nc(o2)c1cc(Cl)cc(c1)Cl)C,-5.206410084
CCC(C(=O)c1cc(C)c(c(c1)C(=O)O)O)c1ccccc1,-5.205195644
CN(CCCC1CC(c2c1cccc2)(C)c1ccccc1)C.Cl,-5.202427754
"OC(c1ccccc1)(C1CCCCC1)CCN1CCCCC1	",-5.2
Clc1ccc(cc1)c1ccccc1,-5.1999998
CN(CCC12CC3CC(C2c2ccccc2)CC(C1)C3)C.Cl,-5.199685936
COc1ccc2c(c1)n(CC[NH+](C)C)c1c2ccc(c1)Cl.[Cl-],-5.198094211
OC(=O)Cc1ccc2c(c1)nc(s2)c1ccc(cc1)C(C)C,-5.196652009
O=C(C(C(=O)Oc1ccccc1)c1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,-5.193638041
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cccc2,-5.193581531
CCCCOc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-5.192645575
Ic1cc(I)c(c(c1)C(=O)O)N,-5.191932552
O=C1c2ccccc2C(=O)c2c1cccc2,-5.1900001
COC(CCC[C@H](C/C=C/C(=C/C(=O)OC(C)C)/C)C)(C)C,-5.1900001
C1CC[C@H]2[C@@H](C1)CCCC2,-5.1900001
OC(=O)c1cc(N2CCCC2)c(c(c1)S(=O)(=O)N)Oc1ccccc1,-5.18997232
CCCCCCCCCCCCCCN,-5.189648465
Ic1ccc(nc1)SCCCCCCN1CSCC1.Cl,-5.188789856
CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,-5.187988244
CN(C(CN1c2ccccc2Sc2c1cccc2)C)C.Cl,-5.186195009
C[NH+]1CCC(CC1)OC(=O)C1c2ccccc2c2c1cccc2.[Cl-],-5.186122286
Clc1ccc(cc1)C(=O)C(c1ccc(cc1)Cl)CN1CCCC1.Cl,-5.183749879
C#C[C@]1(O)CC[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-5.183030838
CC(N(C)C)CN1c2cc(ccc2Sc2c1cccc2)S(=O)(=O)N(C)C,-5.180828772
CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-5.180495951
CN(C(CC12CC3(C)CC(C2)(CC(C1)(C3)C)C)C)C.Cl,-5.180350373
ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl,-5.1799998
CC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.1799998
O=C1NCC2(C1)c1ccccc1CCc1c2cccc1,-5.179967583
CC(COc1ccc(cc1)C(c1ccc(cc1)OCC(O)C)(C)C)O,-5.17919259
CN(CC1COC2(O1)c1ccccc1C=Cc1c2cccc1)C.OC(=O)/C=C\C(=O)O,-5.178111201
S=C1SCN(CN1Cc1ccccc1)Cc1ccccc1,-5.176388288
O[C@H]([C@H](C(=O)O)O)C(=O)O.COc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.175773656
Brc1ccc(nc1)SCCCCCCCN1CCSC1.Cl.Cl,-5.171564712
C/C=C/C[C@H]([C@H]([C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,-5.170310469
Nc1ccc2c(c1)cc1c(c2)cccc1,-5.1700001
COc1ccc(cc1)CN(/N=N/c1ccc(cc1)C(=O)O)C,-5.166307226
CN(CCCn1c2CCCCCCc2c2c1cccc2)C,-5.166199613
Clc1ccc2c(c1)C(=NCC(=O)N2CC(F)(F)F)c1ccccc1,-5.165438899
Nc1ccc(cc1)c1c2ccccc2nc2c1ccc(c2)N,-5.165343281
CCN(CCn1c(=O)c2ccccc2[nH]c2c1cccc2)CC,-5.162158939
O=C(Nc1c(C)cccc1Cl)OC1CCC[NH+](C1)C(C)(C)C.[Cl-],-5.161677041
OC(=O)C(=O)O.CCC(=O)N(CC(N1CCC(CC1)(O)c1ccccc1)C)Cc1ccccc1.CCC(=O)N(CC(N1CCC(CC1)(O)c1ccccc1)C)Cc1ccccc1,-5.160602254
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,-5.1599998
CCCC[C@@H](CC)C,-5.1599998
COc1c2occc(c2c(=O)c2c1oc(c2)C)OCC(C[NH+](C(C)C)Cc1ccccc1)O.[Cl-],-5.159482644
CN(CCCC1(O)c2ccccc2CCc2c1cccc2)C,-5.158694839
CC(=O)Nc1c(I)c(N(C(=O)C)C)c(c(c1I)C(=O)O)I,-5.158433727
OS(=O)(=O)SCCNCCCCCOc1cccc(n1)OCCCCCNCCSS(=O)(=O)O,-5.154040674
CCCCCCCCSCCCCCN1CSCC1.Cl,-5.153112936
CCCCCCCSCCCCCCN1CCSC1.Cl,-5.153112936
ClCCN(c1cc(ccc1C)[N+](=O)[O-])CCCl,-5.152672421
CCN(CCC(c1cccc2c1cccc2)(C(=O)N)C(C)C)CC,-5.15213408
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(n1)OC(F)F,-5.152043602
O[C@H]1CC[C@]2([C@H](C1)C[C@@H]([C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)NCC(=O)O)C)C)O)C,-5.1500001
COc1cc(C)c2c(c1)n(CC)c1ncccc1c(=O)[nH]2,-5.1500001
Ic1ccc(nc1)OCCCCCCCN1CCSC1.Cl,-5.149262271
CCOc1ccc2c(c1)c(N)c1c(n2)cc(cc1)[N+](=O)[O-],-5.149030573
[O-]C(=O)[C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)NC(=O)c1c(C)onc1c1c(Cl)cccc1Cl.[Na+].O,-5.147934254
CCN(CCCNc1nc(c(o1)c1ccccc1)c1ccccc1)CC,-5.147220495
CCN(CC(=O)N1c2ccccc2Sc2c1cccc2)CC,-5.146449256
CCCCCCc1ccc2c(c1)ccc(c2)O,-5.146384901
CCCCOc1ccc(cc1)OCC(=O)N(c1cccc(c1)OC)CCN(C)C.Cl,-5.146303975
C[C@H](C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)CN1CCOCC1,-5.145180917
C[C@@H](C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)CN1CCOCC1,-5.144717505
CN(C(=O)C(CCc1nc2c(s1)nc(s2)CCC(C(=O)N(C)C)(C)C)(C)C)C,-5.143702662
CCCCN1CCC(CC1)(OC(=O)CC)C1CCCCC1.Cl,-5.140828709
CCCCSP(=O)(SCCCC)SCCCC,-5.1399999
O1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1.OC(=O)/C=C\C(=O)O,-5.13900486
CCCCC[C@@H](/C=C/[C@H]1[C@H](O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O,-5.13882308
ClCC[NH+](Cc1ccccc1)CC=Cc1ccccc1C.[Cl-],-5.13756077
O=C(c1ccc(c(c1)I)F)OCCCN1CCCCC1.Cl,-5.13557766
CCCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1[n-]nnn1)CO)Cl.[K+],-5.13479081
Clc1c[nH]cc1c1cccc(c1[N+](=O)[O-])Cl,-5.134049424
Ic1cc(I)c2c(c1O)nccc2,-5.131428131
C[NH+]1C2CCC1CC(C2)OC(=O)C(=C)c1ccc(cc1)C(C)(C)C.[Cl-],-5.131260792
CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C.Cl,-5.130252649
Clc1ccc(cc1)Cn1c(C)nc2c1cccc2.Cl,-5.128694156
CCC(Oc1ccc(cc1)C(=O)OCCCN1CCCCC1C)C,-5.128607667
CC(COc1ccc(cc1)C(=O)OCCCN1CCCCC1C)C,-5.128607667
CCC(C1=CCC(CC1)CC(C)C)C(=O)O,-5.128197968
CCCCCc1ccccc1OCC[NH+](CCCl)CC.[Cl-],-5.127969519
CNCC/C=C/1\c2ccccc2C=Cc2c1cccc2.Cl,-5.12760962
Clc1ccc(nc1)SCCCCCCCCN1CCSC1.Cl,-5.125035151
OC(=O)COc1ccc(c(c1Cl)Cl)Cc1cccs1,-5.124728824
OCCN(C(=O)C(Cl)Cl)Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],-5.124095387
CC1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,-5.121586556
CCCCOc1ccc(cc1)OCC(=O)N(c1cccc(c1)OC)CCN1CCOCC1.Cl,-5.119246832
OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,-5.11739824
Cc1cccc(c1C(c1c(C)cccc1C)OCCOCC[NH+](C)C)C.[Cl-],-5.114697424
Cc1ccc(cc1)NC(=O)c1ccccc1N(C(=O)CN1CCCCC1)C,-5.11415372
C[n+]1cc2c3OCOc3ccc2c2c1c1cc3OCOc3cc1cc2,-5.111811964
CN1CCN(CC1)C1Cc2ccccc2Sc2c1cccc2.OC(=O)/C=C\C(=O)O,-5.111436671
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.1100001
CC(N(C)C)CC12CC3(C)CC(C1)(C)CC(C2Cl)(C3)C.Cl,-5.109252645
C[N+]1(CCCCCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],-5.109085863
CN(CC(CC1(OC(c2c1cccc2)(C)C)c1ccccc1)C)C.Cl,-5.109069656
CN(CCCN1c2ccccc2NCc2c1cc(Cl)cc2)C,-5.108538899
CCCCC(C(=O)Nc1c(C)cccc1C)N(CC)CC.Cl,-5.107886697
O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)C,-5.107353659
N#CC(c1cccc2c1cccc2)(CC[NH+](C)C)CC=C(C)C.[Cl-],-5.107046635
N#CC(c1ccc2c(c1)cccc2)(CC=C(C)C)CCN(C)C.Cl,-5.107046635
ClCCN(c1cc(ccc1C)C(=O)OC)CCCl,-5.106647591
OC(=O)C(=O)[O-].CCCCOc1c(OC)cccc1C(=O)NCC/[NH+]=C(/CCC)\C,-5.105427312
Clc1ccc(cc1)C1CCc2c(N(C1=O)CC1=NCCN1)cccc2,-5.103215009
CCC(c1cccc2c1cccc2)(C(=O)N)CCN1CCCCC1,-5.102931893
C=CCc1ccc(c(c1)OC)OCc1ccccc1,-5.102199809
OC(=O)/C=C\C(=O)O.CNCC1COC2(O1)c1ccccc1CCc1c2cccc1,-5.098447456
c1ccc2c(c1)Sc1c(N2)cccc1,-5.098046976
O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.097081869
Brc1ccc(nc1)OCCCCCCCCN1CCSC1.Cl,-5.095387713
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,-5.094905185
Nc1ccc(cc1)C(c1ccccc1)(C(=O)OC1CC2CCC(C1)[N+]2(C)Cc1ccccc1)O.[Br-],-5.094893098
COc1ccc2c(c1)C(O)(CCCN(C)C)c1c(S2)cccc1,-5.09128881
COc1ccc(cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)Cl,-5.0900002
O=C(c1ccc(s1)[N+](=O)[O-])N/N=C/C=C/c1ccc(o1)[N+](=O)[O-],-5.08327902
CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,-5.082592899
CCCCCC(C)C,-5.0799999
CN1C(CSCC(F)(F)F)Nc2c(S1(=O)=O)cc(c(c2)Cl)S(=O)(=O)N,-5.079840296
Clc1cccc2c1nc(OCCCCCN1CSCC1)cc2C.Cl,-5.076234786
CC[NH+](CCOC(=O)n1c2ccc(cc2c2c1cccc2)N)CC.[Cl-],-5.075678997
CC(N(C(C)C)CCCN1CCCCc2c1cccc2)C,-5.072724378
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1cccc(c1)C(F)(F)F.Cl,-5.071729115
Cc1ccc(cc1)S(=O)(=O)N1CC=Cc2c1cccc2,-5.071579237
OC(=O)Cc1ccccc1Oc1ccc(cc1Cl)Cl,-5.071375134
COc1cccc(c1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.070442981
COc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.070442981
O=C1CC[C@]2(C(=C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C)C,-5.07043942
C1CCC(C1)NCC1CCC(CC1)CNC1CCCC1.Cl.Cl,-5.070130556
CCCC(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,-5.0700002
COc1ccc2c(c1)CC[NH+](C2CCc1ccc(cc1)Cl)C.[Cl-],-5.069790168
CCCC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.068781662
CCCC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C(=O)CO,-5.068781662
C/C=C/C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C.[Cl-],-5.068148991
CC(N(Cc1c(C(C)C)c(=O)n(n1C)c1ccccc1)C)Cc1ccccc1,-5.067751258
ClCC(=O)Nc1ccc(cc1C(=O)c1ccccc1)Cl,-5.067169506
Clc1ccc2c(c1)Nc1ccccc1[NH+](C2)CCC[NH+](C)C.[Cl-].[Cl-],-5.064637872
CN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)C,-5.064013827
CN(CCC(c1ccc2c(c1)cccc2)(C(=O)N)CC=C(C)C)C,-5.064013827
CCCCCCCCBr,-5.0599999
O=C(c1ccc(cc1)c1ccccc1)CCC(=O)O,-5.0599999
COc1c(OC)c(OC)cc2c1C(CCc1ccc(cc1)Cl)[NH+](CC2)C.[Br-],-5.057670848
OCCN1CCN(CC1)CC/C=C/1\c2cc(Cl)ccc2OCc2c1cccc2.Cl.Cl,-5.055753083
O=C(N1c2ccccc2Sc2c1cccc2)CN1CCN(CC1)Cc1ccc2c(c1)OCO2,-5.05564226
CCCCCCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.053209717
Fc1ccc(cc1)CC1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N,-5.051934928
ClCC[NH+](Cc1ccccc1)CCOc1ccccc1CC.[Cl-],-5.051078985
CCCCCCCC=C,-5.0500002
CC(CCC(C)(C)C)C,-5.0500002
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)C(O[C@@H]1OC(C)[C@@H]([C@H](C1)N1CCOCC1)O)CC(C2)(O)C(=O)C,-5.049451359
O=C(c1ccc(c(c1)Cl)Cl)Cc1ccccc1C(=O)O,-5.04924893
CNC(=O)c1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-5.048280264
NC1CCCCC1.NC1CCCCC1.[Cl-].[Cl-].[Pt+2],-5.046698181
Clc1cc2NC(CSCc3ccccc3)NS(=O)(=O)c2cc1S(=O)(=O)N,-5.044143618
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,-5.043477723
Brc1c(Br)cccc1Br,-5.04
N#CC(c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl)C,-5.039747564
CC(=CCC(c1cccc2c1cccc2)(C(=O)N)CCN1CCOCC1)C,-5.039035097
CCC(C(=O)OC(C(Cl)(Cl)Cl)C)CC,-5.037371693
COP(=S)(Oc1cc(C)c(c(c1)C)[N+](=O)[O-])OC,-5.03646729
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1cccc(c1)C(F)(F)F,-5.035142361
N(Cc1cccs1)CC1CCC(CC1)CNCc1cccs1.Cl.Cl,-5.034892862
CNCCCN1c2ccccc2CCc2c1cccc2.Cl,-5.032515536
O=C(C(Cl)Cl)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.0300002
ClC(CC(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2)Cl,-5.0300002
CCCC[NH+]1CCCC(C1)OC(=O)Nc1c(C)cccc1C.[Cl-],-5.027466831
C[NH2+]CCCn1c2ccccc2[nH]c(=O)c2c1cccc2.[Cl-],-5.026505922
CCN(CCCc1ccccc1)CCCc1ccccc1,-5.025980708
CCOc1ccc(cc1OCC)Cc1nccc2c1cc(OCC)c(c2)OCC.Cl,-5.025846107
CCCCCCCCCCCCOC(=O)CO[NH3+].[Cl-],-5.02546442
O=C1NC(=O)C2(N1)c1ccccc1CCc1c2cccc1,-5.024574623
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](CN([C@@H]([C@H]([C@]1(C)O)O)C)C)C)(C)O,-5.023710754
O=C(C1CC1(c1ccccc1)c1ccccc1)OCCN1CCCCC1,-5.023586877
Cc1cccc2c1nc1ccccc1c2,-5.02129941
Cc1c2ccccc2nc2c1cccc2,-5.02129941
O[C@H]([C@H](C(=O)O)O)C(=O)O.CC/C(=C/CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)/C,-5.021127207
FC(c1cc(OCCCCCN2CSCC2)nc2c1cccc2)(F)F.Cl,-5.020647426
O=C1NC(CC2(O1)CCN(CC2)CCCC(=O)c1ccc(cc1)F)c1ccccc1.Cl,-5.019828142
CC(=O)OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1C[C@@H](C1=CC(=O)C=C[C@]21C)F)F)(C)C,-5.018507699
CCOP(=S)(c1ccccc1)Oc1ccc(cc1)[N+](=O)[O-],-5.016849359
COc1cc(CCN2CC[C@@]34[C@H]([C@H]2Cc2c4cc(cc2)O)CCCC3)cc(c1OC)OC.Cl,-5.015896948
CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OC(C)(C)C,-5.015251515
CCCCSc1ccc(cc1)C(COC(=O)N)(COC(=O)N)CC,-5.014279239
CCCCC[C@H]([C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O,-5.013360155
COc1cc2c(cc1OC)CCN(C2CCc1ccc(cc1)Cl)C,-5.011795015
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,-5.0100002
CCC(=O)O[C@](c1ccccc1)([C@@H](CN(C)C)C)Cc1ccccc1,-5.009674831
OC1C=CC2=C(Cc3c1cccc3)CCC=C2,-5.008412382
CC(=CC=CN1CCC(CC1)c1ccccc1)/C=[N+]/1\CCC(CC1)c1ccccc1.[Cl-],-5.008113294
COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,-5.007235261
Clc1ccccc1CNCCCCNCc1ccccc1Cl.Cl.Cl,-5.006618536
C=CCC(c1cccc2c1cccc2)C(=O)OCCN(CC)CC,-5.005981912
