순번,출발지 주소,중간집결지 주소,최종 도착지 주소,중간집결 기한,최종도착 기한,중간_최종거리
76780,광주광역시 서구 풍암순환로 183,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,5 days 14:00:00,5 days 14:00:00,2.644723759
76804,충청북도 청주시 흥덕구 과상미로83번길 28,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
77024,충청북도 청주시 서원구 신율로 13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
77052,충청북도 청주시 흥덕구 내수동로42번길 46,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
77054,전라남도 무안군 삼향읍 남악4로82번길 31,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
77144,인천광역시 미추홀구 학익로80번길 11,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
77217,경상남도 김해시 분성로 14,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
77321,충청북도 청주시 흥덕구 서현중로 61,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
77420,충청북도 청주시 상당구 사직대로361번길 54-11,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
77534,충청북도 청주시 흥덕구 서현로 62,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
77609,경상남도 거제시 제산로 51,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
77638,충청북도 청주시 흥덕구 오송읍 만수1길 40-7,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
77781,인천광역시 연수구 한나루로79번길 12,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
77839,경상남도 창원시 의창구 사림로29번길 17-11,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,4 days 14:00:00,4 days 14:00:00,0.521513347
77889,충청북도 청주시 청원구 율량로 135,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
78000,인천광역시 부평구 길주남로 175,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78043,강원특별자치도 홍천군 영귀미면 덕치길 107-5,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
78092,경기도 시흥시 은행로 93-1,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78103,인천광역시 연수구 한진로 50,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78224,충청북도 청주시 청원구 향군로 110,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
78227,서울특별시 은평구 역말로 60-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
78290,강원특별자치도 고성군 현내면 금강산로 142,강원특별자치도 고성군 진부령로 1999-12,강원특별자치도 고성군 진부령로 2171-3,1 days 14:00:00,1 days 14:00:00,1.82159542
78319,충청북도 청주시 상당구 중흥로 71,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
78427,인천광역시 연수구 청능말로8번길 21,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78470,충청북도 제천시 용두대로15길 11,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
78546,충청북도 청주시 청원구 율중로 10,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
78609,강원특별자치도 인제군 북면 원통로211번길 13,강원특별자치도 원주시 상지대길 83,강원특별자치도 인제군 금강로 1770,1 days 14:00:00,1 days 14:00:00,101.028113
78724,인천광역시 중구 관창로32번길 13,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78815,인천광역시 연수구 해돋이로120번길 16,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78923,인천광역시 연수구 옥련로99번길 42,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
78959,경기도 고양시 덕양구 백양로 84,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79000,인천광역시 연수구 한나루로193번길 16,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79101,경기도 김포시 고촌읍 수기로 136,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79131,부산광역시 부산진구 진남로 554,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
79209,경기도 김포시 김포한강11로140번길 94,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79223,인천광역시 연수구 함박뫼로 123,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79347,인천광역시 연수구 하모니로 144,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
79822,경상남도 창원시 의창구 중동로 34,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
79892,대전광역시 동구 동부로10번길 55,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
79950,서울특별시 송파구 거마로 29,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
80157,대전광역시 중구 보문산로103번길 28,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
80473,충청북도 청주시 흥덕구 사직대로 38,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
80516,대전광역시 대덕구 석봉로58번안길 82,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
80930,대전광역시 서구 관저북로 87,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
80940,경기도 화성시 동탄대로시범길 20,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,7 days 14:00:00,7 days 14:00:00,0.568263606
80942,경상남도 진주시 에나로 190,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
81228,서울특별시 강남구 개포로109길 21,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
81286,인천광역시 연수구 원인재로 59,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
81303,대전광역시 중구 안영로 68,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
81305,대전광역시 서구 관저로 51,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
81321,대구광역시 달성군 구지면 대암4길 11-4,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
81637,인천광역시 연수구 앵고개로104번길 5,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
81774,충청북도 청주시 흥덕구 봉정로66번길 12,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
81869,경기도 시흥시 시청로 79,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
82051,인천광역시 연수구 원인재로 180,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
82286,대전광역시 서구 관저남로 80,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
82739,인천광역시 남동구 호구포로810번길 66,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
83194,인천광역시 중구 영종대로 911,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
83267,강원특별자치도 원주시 봉바위길 9-1,강원특별자치도 원주시 상지대길 83,강원특별자치도 인제군 금강로 1770,1 days 14:00:00,1 days 14:00:00,101.028113
83666,인천광역시 연수구 샘말로88번길 1,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
84029,인천광역시 연수구 랜드마크로 19,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
84618,충청북도 음성군 대소면 대금로379번길 72,충청북도 청주시 청원구 대성로 298,충청북도 괴산군 조천로2길 80,1 days 14:00:00,1 days 14:00:00,20.8285297
84620,경기도 양주시 남면 화합로610번길 138-39,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
84647,인천광역시 연수구 원인재로 56,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
84693,대전광역시 대덕구 대덕대로1448번길 27,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
84724,인천광역시 연수구 원인재로 14,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
84851,부산광역시 해운대구 재송2로 256,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,1 days 14:00:00,1 days 14:00:00,2.762380738
84944,서울특별시 강남구 선릉로 8,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
85190,서울특별시 강남구 양재대로55길 12,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
85197,경상남도 사천시 사남면 유천길 281,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
85368,강원특별자치도 춘천시 우두1길 70,강원특별자치도 원주시 상지대길 83,강원특별자치도 인제군 금강로 1770,1 days 14:00:00,1 days 14:00:00,101.028113
85492,경기도 의정부시 평화로 137,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
85662,경기도 화성시 봉담읍 삼봉안길 30,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
85663,대전광역시 유성구 배울2로 42,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
85779,충청북도 청주시 상당구 용담로 50,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
85781,충청북도 청주시 청원구 율중로7번길 77,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
85909,충청북도 제천시 용두대로7길 36,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
86263,충청북도 청주시 흥덕구 성봉로287번길 39,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
86348,충청북도 청주시 상당구 중고개로 56,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
86642,충청북도 청주시 청원구 율봉로116번길 63-9,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
86656,인천광역시 중구 은하수로 412,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
86725,인천광역시 남동구 백범로294번길 16,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
87025,인천광역시 남동구 백범로124번길 43,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
87513,인천광역시 연수구 경원대로119번길 21,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
87567,인천광역시 미추홀구 염전로168번길 28,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
87689,충청북도 청주시 서원구 예체로29번길 9,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
88561,충청북도 청주시 흥덕구 복대로209번길 13,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
88841,인천광역시 중구 하늘달빛로 65,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
88925,경상남도 창원시 마산회원구 양덕서로 45-1,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
89162,경기도 이천시 향교로 144-11,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
89284,인천광역시 연수구 원인재로 56,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
89319,경상남도 창원시 성산구 원이대로 774,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
89506,인천광역시 연수구 해돋이로171번길 9-4,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
89618,인천광역시 남동구 인주대로604번길 89-8,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
89918,경상남도 김해시 김해대로2324번길 54-27,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,2 days 14:00:00,2 days 14:00:00,0.521513347
90269,경상남도 사천시 사남면 조동길 49-43,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
90410,경기도 양주시 덕계로 100,경기도 양주시 권율로847번길 권율로 847번길 108,경기도 양주시 권율로847번길 108,1 days 14:00:00,1 days 14:00:00,0.627980154
90522,대전광역시 유성구 동서대로656번길 86,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
90606,인천광역시 남동구 만수서로 55,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
90617,인천광역시 연수구 독배로 58,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
90829,서울특별시 구로구 오리로22길 31-5,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
90887,광주광역시 서구 상무대로916번길 4-1,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
91061,경기도 부천시 원미구 조마루로 135,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
91357,인천광역시 연수구 컨벤시아대로 60,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
91512,충청북도 청주시 상당구 산성로 55,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
91570,충청북도 청주시 청원구 율봉로56번길 5,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
91918,충청북도 청주시 상당구 단재로 312,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
91929,충청북도 청주시 서원구 내수동로102번길 36-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
91948,충청북도 청주시 서원구 남이면 2순환로 1717,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
92028,충청북도 청주시 상당구 수영로196번길 12-17,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92084,충청북도 청주시 흥덕구 덕암로108번길 9,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
92181,경상남도 진주시 진주역로 50,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
92182,충청북도 청주시 흥덕구 서부로 1123,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92228,충청북도 청주시 흥덕구 과상미로49번길 31,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92263,인천광역시 중구 은하수로 351,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
92322,경기도 수원시 영통구 신원로 173-1,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,1 days 14:00:00,1 days 14:00:00,1.603601841
92342,충청북도 청주시 흥덕구 1순환로 451,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92421,인천광역시 연수구 새말로 68,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
92465,인천광역시 연수구 먼우금로 123,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
92488,경기도 용인시 수지구 용구대로 2793,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92515,충청북도 청주시 청원구 내수읍 은곡2길 15-25,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92549,충청북도 청주시 서원구 두꺼비로 109,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
92617,인천광역시 부평구 안남로 260,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
92629,경기도 오산시 운암로 14,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92643,충청북도 청주시 청원구 오창읍 양청5길 58,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92713,충청북도 청주시 청원구 내수읍 마산길 72,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
92746,충청북도 청주시 상당구 중흥로 146,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
92823,서울특별시 성동구 왕십리로 16,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
92842,충청북도 옥천군 옥천읍 문장로2길 10,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
92855,인천광역시 남동구 아암대로1503번길 98,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
92896,인천광역시 연수구 새말로 111,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
93123,서울특별시 관악구 봉천로29길 29-4,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
93306,경상남도 거제시 상동5길 117-50,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,7 days 14:00:00,7 days 14:00:00,0.877315457
93341,인천광역시 연수구 먼우금로83번길 12,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
93392,충청북도 증평군 증평읍 송산로 11,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
93541,인천광역시 연수구 첨단대로 80,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
93730,경상남도 창원시 진해구 태평로76번길 4,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,7 days 14:00:00,7 days 14:00:00,0.877315457
93735,경상남도 사천시 용현면 죽천강길 56,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,7 days 14:00:00,7 days 14:00:00,0.877315457
93744,서울특별시 중랑구 용마산로115길 127,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,5 days 14:00:00,5 days 14:00:00,1.603601841
93770,인천광역시 연수구 원인재로 59,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
93974,인천광역시 연수구 함박로8번길 49,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
94356,경기도 시흥시 월곶중앙로14번길 68,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
94442,경상남도 사천시 사남면 항공로 162,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,3 days 14:00:00,3 days 14:00:00,0.877315457
94555,경상남도 창원시 마산회원구 삼호로 80,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,2 days 14:00:00,2 days 14:00:00,0.521513347
94793,충청북도 청주시 흥덕구 송화로214번길 29,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,7 days 14:00:00,7 days 14:00:00,1.827972811
94794,서울특별시 성북구 돌곶이로11길 28-27,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
94822,서울특별시 양천구 목동서로 155,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
94841,충청북도 청주시 서원구 1순환로1137번길 130,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
94896,서울특별시 성북구 동소문로 179-42,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,5 days 14:00:00,5 days 14:00:00,1.603601841
95055,충청북도 청주시 청원구 주성로132번길 54,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
95178,충청북도 청주시 상당구 중앙로 9-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
95246,충청북도 청주시 서원구 수영로 27-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
95247,충청북도 청주시 청원구 새터로 186,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
95329,충청북도 음성군 소이면 소이로61번길 63-1,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
95332,충청북도 청주시 청원구 율봉로 8,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
95725,경상남도 김해시 안동길 11,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
95797,강원특별자치도 춘천시 둥지길 13,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
95849,경상남도 창원시 마산회원구 삼호로 80,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
96279,충청북도 청주시 서원구 모충로124번길 53,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
96292,인천광역시 중구 축항대로86번길 47,인천광역시 계양구 봉오대로 855,인천광역시 부평구 마장로 207,1 days 14:00:00,1 days 14:00:00,5.911016386
